256624	256624
85182	85183
307745	307745
175131	175131
314529	314529
187815	187815
107597	107597
228429	228429
158554	158554
158125	158125
45350	45351
165585	165585
162734	162734
62848	501509,546016,501519,501518,501523,376109,376111,501520,501526,546015,501515,501525,501527,501511,501514,62850,445632,501522,501510,376110,501521
560859	560859
395061	395061
190761	190761
298366	298366
143431	143431
399380	399380
48562	48562
53865	53865
283091	283091
70137	140628
56916	56917
439410	439410
207795	207795
51910	51910
13069	162012,253497,253504,253491,22656,253485,13070,253477,253506,253490,253481,253487,253483,253500,253496,253502,225331,253498,658107,253478,85206,253479,253480
361563	361563
337184	540827,451527
43551	43551
235586	235586
469512	469512
365626	365626
364119	364119
175737	175737
67706	67706
394176	394176
213838	213838
48156	48156
320579	320579
296779	296779
469394	469394
872	44742,881,876
502124	502124
314456	314456
439428	439428
128150	128150
441036	441036
261826	261826
414596	414596
159173	159173
334239	334239
303674	303672
659217	659217
148492	148492
150802	150802
342350	342350
81389	81389
304804	304804
32471	32471
3960	3960
480205	480205
331353	331353
184190	184190
34352	34352
373339	373339
46218	46218
388903	388903
67238	573576,140635,67240
108274	108274
148093	148093
284085	284085
498478	498478
425142	425142
462007	462007
70230	241688,70231,208517,241690,208515,208543,241697,208523,208516,241698,208521
86274	86274
123429	123429
122805	122805
254038	254038
62045	62045
526773	526773
112591	112591
107939	107940
153887	153887
49825	49825
66008	66008
313241	313241
55213	55213
175419	49851
47029	47029
54895	54895
2893	2893
292811	292811
100697	100697
574069	574069
387502	387501
153436	153437,153439
74995	74995
37395	37395
90246	90246
69489	69489
160738	160738
33395	33395
73701	73701
212329	212329
397861	397861
153629	153629
139543	139543
93798	93798
180539	308298,264187,180540,308297
489985	489985
265044	265044
237982	237982
300903	300903
241289	241289
43909	43909
8441	8441
162969	162969
46822	46822
454516	454516
236007	236007
94850	94850
173276	173276
520589	520589
226860	226860
199150	199150
306123	306123
157981	157979
205459	205459
109697	109697
79625	79625
33164	33164
326049	326049
318098	318098
353014	353014
265635	265635
260612	260612
35671	35671
144154	144154
6069	6069
450055	450055
153865	153865
110891	110892
266018	266018
213123	213123
5632	5632
87626	87626
540804	540804
8584	8584
403553	403553
161840	161840
212700	212700
301637	301637
287592	287592
40526	40526
64367	64367
4276	4276
368041	368041
313194	313194
9545	9545
526813	526813
3832	3832
348212	348212
308312	308315,308313,308314
224478	156923
155694	155694
378027	378027
271014	271014
235307	235307
468512	468512
500208	500208
288243	288243
83314	83314
55585	55585
79738	79738
1018	1018
678571	678571
54017	54017
170467	170467
643422	643422
70229	70229
23240	46773,46772,45177,40729,23241,46774
68486	68486
32170	32170
148683	148683
270336	270336
648519	648519
442821	442821
353128	353128
687998	687998
129228	129228
64508	64508
223095	223095
8306	8306
424985	424985
3775	3775
121485	121485
38880	38881
419261	419261
233305	233305
483860	483860
8992	8992
215966	215966
243275	243275
53667	53667
123796	123796
56351	56351
190057	190057
49140	49140
92432	427964
36227	36227
171594	171594
348227	348227
47201	47201
174515	174515
527501	527501
6921	6921
608703	608703
381670	381670
175393	175393
40423	40423
255781	255781
237963	237963
178770	178770
264957	264957
93288	93288
5476	5476
240673	240673
111674	111674
166093	166093
107894	107894
661420	661420
47337	47337
181588	181588
47549	47549
102698	102698
153545	153545
472798	472798
104737	104709,120503,271760,365161,318805,167828,188458,188451,73380,188455,167814,104739,188456,365162
31453	118372,31455,260578,313579,203889,203890,38373,151737,31458,203892,185956,313577,118375,203891,151733,313575,118369,128579,237475,118374,118377,151735
74391	74391
67763	67763
518866	518866
47613	47613
568255	568255
369220	369220
124821	423289
63915	63915
68475	68475
352181	352181
167727	491839,167728,491833,167745,491834,491819,491825,491837,491822,491845,491843,491827,491836,491828,491832,491835,491847,491818,491830,491829,491826,491838,491844,491823
75875	75875
369421	369421
249105	249105
147943	147943
4521	4521
255923	255923
463655	463655
395737	395737
527806	527806
159805	159805
107802	107802
30330	30330
85810	85810
342000	342000
162961	162961
64424	64424
318312	318312
266159	266160,266263
15067	28476
371399	371399
468744	468744
4610	4611,76435,76430
448514	448514
284109	284109
130821	130821
296283	296283
203760	203760
43129	43129
448618	448618
172568	172568
196666	196666
9352	9354
327912	327912
82532	133571
58796	58796
271994	271994
128221	128221
39935	39935
3618	174649,3619,61450,137698
359860	359860
540829	540829
39403	39403
246531	246531
467971	467971
44456	44456
112371	112371
77240	77240
73252	190645
389874	389874
151889	151889
66912	66912
39454	39454
187719	187719
67555	67556
71633	71633
590033	590033
152936	152936
210334	210334
184478	184478
69426	69426
238251	238251
329863	329863
171608	171608
304112	304112
71298	71298
194177	194177
270853	270853
246732	246732
76777	76777
233722	233722
182056	182056
41922	41922
288315	288315
395561	395561
74982	74982
166592	166592
480188	480188
397842	397842
367679	367679
146103	146103
115847	115849
361931	361931
13505	75585,45893,13506
219412	219412
108230	108230
8312	8312
189209	189209
262171	262171
34515	34515
305353	305353
267067	267067
253612	253612
3487	309337,58664,309305,382339,309303,378034,309316,309427,323846,241937,182121,100555,378013,309277,100543,309295,241890,182112,309301,100563,182123,241906,194253,309314,182108,100552,241924,309273,309291,100582,309271,382340,182129,309268,182122,100577,241892,100541,66383,309341,241865,100561,309280,241902,182106,66385,3494,3496,309332,100566,309334,378038,241897,241871,309279,182109,182117,241895,309312,309342,182116,309290,100580,241867,309426,309285,241877,100550,241928,100578,378011,378016,309282,100571,182114,450848,194251,100576,309327,309338,182127,100554,3498,100549,309294,309340,309288,182131,100574,100546,309331,309321,172644,309266,241926,309323,418449,100548,309328,309325,229049,309307,309315,100565,309336,378026,66386,241885,309283,309275,182125,378015,182133,100573,309309,182111,309299,241933,100551,378018,32202,309292,378036,182132,309269,309428,378039,100583,309278,100560,378035,100556,3490,182128,100559,194261,309335,241940,241900,241934,182118,100557,241899,66392,241869,378019,382341,309429,182107,309274,66384,100544,100570,309310,378033,382337,100537,182113,309317,309313,241879,309270,241916,66382,378037,384980,100579,241872,241868,309320,100568,182105,182120,66391,241875,309300,241898,309296,309304,85232,241859,241920,241864,241896,100564,241918,3489,241938,309319,309330,100572,249543,100542,309322,241904,378020,241921,182115,241922,378014,182103,3492,100569,309272,182104,194257,309287,191188,241886,100575,100553,241912,100567,241874,309311,241910,182124,309276,100539,241857,210328,309297,241929,309326,378032,241870,291940,182110,241883,100545,66387,309265,226895,241880,100558,241862,309306,309286,241881,309430,309339,100562,378027,309329,100547,100581
180701	180701
278555	278555
158136	158136
76282	76282
6033	6035
556914	556914
33121	33121
166991	166991
217549	217549
150930	150930
176799	176799
95136	95136
191945	191945
386223	386223
37610	37610
372752	372752
173943	173943
372704	372704
215256	215256
681220	681220
397832	397832
72401	72401
128726	128726
265407	265407
70970	70970
100305	100305
9821	159856,476284,41806,315377,9823,41426,273792,41807,315376,475452,85517,273789,273791
568264	568264
169276	169276
117060	117060
105663	105663
168076	168077
208866	208866
155077	155077
170228	170228
500261	500261
182125	182125
212042	212042
313216	313216
167775	167775
9627	9627
586080	586080
45565	45565
179139	179139
158722	158722
129005	129005
93226	93227,93232
375110	375110
69319	69319
292644	292645
230431	230431
38413	208275,121772,208287,208267,208281,42051,270106,208280,208274,208285,208286,270246,348274,208276,208269,110835,208277,208295,208291,208271,208266,208282,110886,208270,65977,208268,208273,208284,58089,438847,38414,160551,208283,110885,208279,433869,48734,208290,208278,270244,270105,208289,208288,208272
88331	88331
346992	346992
420417	420417
414269	414269
111171	111171
394447	394447
278943	278943
115528	115529
197075	210354
198719	198719
104865	104866
267178	267178
257540	257540
139011	139011
210340	210340
471847	471847
41356	62148,88341,41359
429667	429667
38773	38773
357753	357753
411772	411772
383669	383669
361555	361555
170052	170052
355687	355687
112581	112581
197374	197374
119895	119895
36764	36764
286352	286352
34649	34649
395520	395520
190695	190695
190674	190674
74400	74400
270389	270389
87259	87259
458965	458965
173852	173852
145754	145754
9387	9387
323715	323715
101105	101105
245467	245467
178446	178446
50274	50274
356206	356206
190010	190010
493304	493304
90233	90233
221787	221787
2273	2274
49463	49463
41307	60832
3330	3330
368328	368328
169826	62037
152496	152496
520866	520866
175860	175860
177274	177274
4828	126712,420592,327741,420594,90261,4829,213030,90262,327743,327742,420591
53885	53885
192864	192406
2001	2001
83236	83236
431242	431242
50980	50980
378947	378947
47559	47559
401958	401958
91763	91763
414644	414644
39634	39634
318551	318551
200028	200028
501573	501573
526132	526132
13244	73322,73321,13245,68468
75861	75861
44492	44492
309392	309392
154582	154582
261035	261035
358751	358751
73892	73892
44386	44386
281498	281498
130391	130391
5173	5173
353132	353132
175157	175157
454539	454539
593459	593459
204256	204256
253606	253606
60500	60499
233748	233748
162897	162897
86873	86873
325556	325556
141892	141892
535948	535948
170723	93591
47459	29662
589155	589155
148676	148676
159720	159720
100370	518852,425923,504203,518857,426323,323056,426313,323084,504179,323095,518871,504246,323048,425917,323051,510468,323041,323065,504177,518864,323089,518865,316793,323063,351452,518866,518873,323023,323068,323052,518869,323087,518878,425928,518867,323075,518848,510470,425915,504238,504237,504256,323047,351456,504188,504214,426322,504193,323073,518879,518861,518868,425929,323049,323079,323067,504264,323029,510466,425930,510462,323036,323038,504231,323076,351460,518875,323080,518874,323027,323093,518856,504267,504215,504247,323034,425927,518840,518844,504206,425919,510464,504218,323077,504184,427361,510463,351457,323069,316789,518846,504211,427359,504198,518845,518870,323026,323033,323053,257777,518881,316787,518843,518849,323035,504268,316784,518859,351453,323072,425920,504234,316783,425921,510465,504178,504225,518847,504199,510469,504205,518854,323040,518855,504204
70214	70214
42895	42895
298669	298669
170210	170210
41491	41492
177161	177161
27338	27338
200789	200789
38527	38527
324418	324418
70701	70701
200921	200921
342873	342873
204133	204133
394705	394705
60142	60142
174501	174501
312596	312596
202346	202346
180735	180735
151320	151320
365381	365381
248154	248154
221762	221762
679434	679434
49054	49054
369256	369256
170011	170011
204147	204147
64451	64451
136948	136948
181490	181490
119953	119953
519053	519053
4536	4536
589681	589681
27553	27553
309865	309866,345186
196518	196518
420723	420723
271203	271203
253068	253068
80284	80284
40602	40602
1409	1409
481015	481015
120825	120825
60428	60428
311249	311249
132581	132581
328769	328769
369105	369105
124377	124377
538293	538293
129533	129533
281517	281517
191730	191730
268729	268729
70359	70359
123337	123337
280534	280534
74558	74558
233697	233697
3764	267229,267243,74649,323240,74648,267226,119234,136998,36598,267237,267254,74639,267246,267245,267241,74645,267253,74638,267228,74632,74652,267231,339616,119235,267249,74654,267239,74636,267259,74651,267244,74635,74653,57935,267258,32246,74637,267252,267232,74642,267238,74628,74629,267256,74647,267240,267261,267257,74646,74630,267260,267250,137000,267236,267242,339615,74631,267255,117260,267233,74655,74640,267247,291166,267234,267235
378958	378955
213864	411744,232171,232173,232157,509801,232169
528274	528274
223876	223876
260885	260885
104063	104063
165216	165216
475107	475107
178658	178658
450945	450945
504062	504062
97452	97452
15095	28477
54847	54847
54225	54225
497005	497005
424971	424971
290952	290952
72429	72429
203816	203816
422092	422092
41078	60768
208034	208034
330465	330465
88090	88090
590700	590700
228725	228725
538339	538339
192745	192745
589965	589965
131021	131021
53740	53740
73649	54780
255961	255961
543563	543563
149674	212700
143460	143460
128442	128442
84301	84301
190284	190284
369145	369145
348283	348283
72144	72144
217570	217569
228395	228395
152777	152777
260771	260771
55335	55335
544837	544837
216994	216994
235271	235271
94194	94194
76423	76423
648379	648379
334241	334241
495669	495669
315333	315333
109423	109423
7119	7119
208282	208282
37563	37563
508273	508273
109477	109477
69583	69583
110044	110044
372076	372076
175729	175729
309275	309275
664672	664672
352968	352968
63822	63822
204179	204179
39306	39306
39042	39042
39162	39288
451811	451811
191117	191117
585821	585821
157706	157706
162781	162781
608664	608664
35672	35672
256878	256878
71123	71123
221267	221267
115420	115420
243334	243334
280071	280071
565407	565407
399372	399372
244401	244401
161642	50725
186290	186290
149660	149660
125058	125058
166861	166861
57374	57374
314041	314041
77020	77020
171317	171317
90185	90185
63004	63004
255875	255875
181526	181526
563864	563864
225429	225429
9612	9612
35681	35682
152140	152140
129574	129574
52677	52677
103967	103967
187014	187014
395047	395047
90575	90575
498524	498524
8081	8081
168294	168294
152754	152754
204440	204440
204200	204200
240018	240018
578854	578854
347931	347929
251242	251242
662036	662036
185470	185470
487140	487140
2269	2269
272760	272760
35901	35901
651976	651976
246419	246419
353027	353027
242915	242915
90267	90267
459155	459155
387519	387518
313347	313347
292750	292750
140968	140968
75080	75080
260718	260718
66509	66508
204327	204327
120386	120386
678566	678566
268040	268040
655510	655510
4790	4790
374511	374511
244108	244108
206648	206648
3652	3652
317300	317300
516033	516033
294329	294321
256078	256078
56932	56933
6453	6453
8383	47586,346444,8389,30325,302175,47560,103435,8387,47556,346447,346453,302541,119760,30338,47551,138084,119765,439428,89964,346455,125245,655847,47559,655852,30336,47548,8386,302545,156877,103433,346437,38577,655854,47544,30329,346457,30334,47546,8384,125249,302538,302548,164279,125252,301300,156874,655855,47545,389288,103431,156879,346462,655851,346451,346460,125253,655862,138083,185003,8388,301299,86345,374481,192200,119762,30327,346446,8390,47553,47555,346454,138085,321806,30331,30326,125246,47557,47549,35046,103437,302094,302540,125270,156881,119761,30335,165226,223859,30333,420448,346452,302544,103434,346448,478978,89965,302546,47550,30337,169396,389305,346443,321805,286097,30324,346445,47547,248945,346461,47543,655853,125251,125247,47558,302537,119753,30330,261172,346456,302542,165227,156876,156875,346450,478982,356197,156878,302543,389287,346434,356195,30332,302547,156880,47554,119763,125854,103438,655856,113378,30328,47561
31446	31446
520599	520599
263278	263278
419258	419258
673762	673762
59410	59410
70271	70271
271221	271221
55156	55156
252863	252863
323213	323213
37989	290098,326662,138067,531864,326639,63215,498155,140175,152316,189363,140177,97378,373688,162409,189367,114818,326667,87749,182205,291788,359950,110526,42375,326678,326640,77046,101483,326652,339969,109373,326674,146311,498163,419768,140561,152303,140566,110536,97380,320866,326683,326632,622257,326669,140194,152302,326636,103884,140165,114819,162411,162408,162415,498170,101475,292721,285182,140180,114813,114800,291784,309725,359954,103427,140560,42372,327061,326626,326657,301117,173187,162421,109372,326643,326680,152308,356635,114808,498156,326630,109370,110540,117549,498173,389665,63219,152312,97377,326663,103430,326675,190934,162422,173202,118276,97096,419769,138066,470015,388453,363999,289238,498164,498172,363982,140565,110535,190947,138068,189356,110548,162419,63207,327058,326620,196109,359952,419771,162407,326673,470024,326653,77044,574565,109381,173293,110542,326644,162414,114814,326659,173179,289312,42438,498162,140172,110527,323545,404258,393288,554967,326627,136154,140169,140183,395915,114812,326633,173203,326658,140178,326664,173182,290096,359955,326647,433692,63212,110533,173185,162406,140563,110541,363993,152623,370432,326671,326676,364009,290092,326668,326631,419774,110523,326655,326637,289240,573838,140558,326618,389662,326624,42361,140191,110534,140170,326654,326621,114817,138065,162416,140174,109375,326665,252226,245560,446939,42309,109358,290287,419772,140189,152305,140185,326684,554964,63218,327564,326660,359956,103429,140179,252208,326681,323539,140168,371119,79811,140176,326648,531911,140171,63213,136932,95336,162413,110547,490158,392771,323533,110545,326645,63214,162423,5520,292717,117547,326616,309471,498154,114810,358222,63209,326635,190945,531904,173184,326638,190943,114820,326651,189353,477507,138064,110550,419767,190936,419776,393283,326656,85828,103428,326628,245831,162417,285112,326619,63210,140190,364010,110537,326666,37992,189361,364001,398388,285113,326672,326677,173180,554969,326642,162420,63217,359953,326646,498171,173188,554965,197053,114809,42366,110544,140559,326670,218556,326682,289310,140184,326685,292720,326622,554963,678557
382760	382760
142854	142854
27049	32255,32254
87107	87107
189295	189295
600677	600677
150877	150877
375085	375085
114817	114817
173913	173913
94365	94365
448438	448438
337363	337363
337160	337160
75330	75330
49024	49024
20421	20421
44335	44335
108418	108418
411779	411779
535951	535951
73025	73025
67459	67459
293988	293988
5141	5141
86805	86805
4498	4498
326767	326767
9636	9636
196542	196542
148698	148698
66447	66447
82474	82474
56234	56234
72903	72903
71364	71364
69508	69508
327213	327213
244392	244392
526757	526757
412675	3656
411153	411153
45468	45468
399677	399677
207636	207636
188062	188062
124032	124032
86786	86786
130101	130101
130436	130436
5949	5949
8729	8729
73692	73692
192454	192454
124094	124094
109194	109194
585614	585614
55009	55009
229013	229013
215476	215476
55240	688023,55241,688027,688031,688026,688025,688030,688024,688028,688029
323671	323671
211052	211052
32209	32209
194911	194911
140310	140310
104000	104000
118034	118034
50184	50184
279644	279644
441921	441921
24952	434561,434565,434566,208870,208863,434571,434569,208872,434570,434567,208867,208875,251684,434558,434557,434556,434553,208862,434554,208873,208876,208864,208868,208865,434560,434568,434559,208866,434555,24953,208874,251683,434564,251682
308321	308321
313324	313324
176801	176801
162806	162806
346587	233742
199045	199045
192823	192823
209567	209567
15488	38695,96049,175509
32261	153617,104687,153629,36107,41793,252466,279654,104725,167822,205114,279652,153648
213603	213603
152500	152500
107852	107852
40948	54703,54824,357851,54825,496664,165353,357852,206617,62993,178644,54700,357963,357853,40949,357846,55605,62994,62992,178645,357856
58083	58083
560853	560853
263822	263822
266558	266558
340424	340424
660012	660012
538304	538304
205745	205745
177115	177115
47602	47602
513642	513642
125182	125182
438845	438845
197030	197030
35630	35630
189232	189232
34183	34183
15636	29684
469300	469300
173978	173978
107573	43964
334870	334870
108334	108334
2104	2104
269543	269543
437316	437316
308224	308224
282164	282164
203809	203809
445252	445252
264088	264088
566471	566471
586120	586120
110887	110887
85702	85702
5130	5131,5132,101002,100997,193394,129583,557406,29853,101004,100999,193393,42307,101000,246956,129582,101006,101003,40603,29852,121032,101001,76883,193392
119866	119866
86076	86076
85167	85167
107980	107980
167069	167069
190315	190315
97084	97084
539029	539029
429700	429700
104504	104504
3670	3670
79393	79393
40820	40820
176193	176193
75641	75641
2969	2969
308295	308295
159017	159017
69867	69867
4909	4909
240704	240704
174561	174561
441384	441384
305978	316516,305979
203954	203955
453077	453077
50256	50256
328860	328860
201728	201728
128742	128742
164824	164824
40571	40571
280973	27644
48555	48555
164657	164657
151768	151768
108442	108442
595503	595503
285231	285231
271547	271547
150588	150588
71309	71309
4431	4431
82941	82941
205791	205791
646509	646509
152712	152713
511450	511450
118196	118196
107976	107976
582536	582536
220450	220450
32143	32143
326772	326772
168543	168544,168545,206390
118930	118930
213787	213787
34875	34875
10127	10127
376000	376000
152960	152960
105409	105409
462846	462846
420752	420752
50974	50974
138697	138697
35016	35016
3502	28927,167388,312783,416640,139936,29738,109065,228112,167399,91227,102699,3523,3512,167433,109069,253215,109061,29737,78632,165558,109470,159616,97695,165553,228151,228160,228106,167400,176866,139928,167380,165541,109067,126981,58334,284675,416641,97703,165548,73152,165539,228159,167428,78607,29735,165546,165543,167378,91224,117167,159614,80750,228117,139922,57648,228110,253222,80755,3510,216990,88034,13403,21015,165555,91219,97700,228157,168162,165557,478948,109058,228121,228124,165560,228158,97701,165542,253217,228149,3517,102163,103484,165544,228132,165556,228126,228154,260996,228156,407999,216994,3507,253223,159627,253212,60419,228129,91218,103482,228162,167415,159620,228123,167422,38784,478951,284674,228142,51240,216989,228113,21020,228109,139924,165551,253224,91214,262615,228135,159618,109063,28933,165549,176857,165554,103489,60417,253219,159615,139937,176865,12990,60430,176858,13622,228163,3508,159613,13452,97692,228139,109064,60423,228111,3522,167424,102698,165559,165547,228116,33126,159623,165550,228150,29739,39468,211500,168163,165552,3513,253225,165545,78630,103485,228146,91225,228144,139923,176868,167387,253221,478946,216991,228119,101193,109068,139932,139927,167382,29736,519047,159628,60424,58330,228120,478949,97696,60428,165540,228118,139926,28938,126985,103481,28929,168165,228137,139930,167396,284673,228153,228161,12991,28930,228127,38942,312782,109059,102162,109072,167411,39470,253216,58335,109066,93938,228128,139933,159629,228107,262624,228108,109060,478950,109057,58331,159617,97693,32201,228147,253218,16719,139929,126986,58333,228140,60426,60418,312791,29742,228125,253213,167406,3505,3516,103480,159626,159621
6669	6669
504596	504596
384894	384894
119	119
59167	242164,180562,59168
459632	459632
37494	37494
149411	149411
206118	206118
129510	129510
74764	74764
119830	119830
544394	544394
526116	526116
273547	273547
29887	29887
187829	187829
420289	420289
30337	30337
266545	266545
271795	271795
79607	79607
55447	55448,55449
298160	298160
244011	244011
450094	450094
168732	168732
38898	38898
329081	329081
400229	400229
108400	108400
167107	167108
265227	265227
30347	30347
318401	318401
326673	326673
90912	90912
37874	487980,487947,399649,399648,399646,399640,203478,399645,399651,399637,121780,399639,399642,399652,399638,487948,399653,399643,399641,399647,399644,399636,37681,399650
454475	454475
291970	291970
158160	158160
13839	13839
16150	39530,416391,191661
74418	74418
146004	146004
126797	126797
100394	100394
255188	255188
227244	227244
286791	286791
292205	292205
246299	246299
143362	143362
187594	187594
7965	7965
148504	148504
470503	304199
238793	238793
156919	156919
313920	313920
239131	239131
312341	312341
32127	32127
252995	252995
132443	132443
78471	78471
388540	388540
302065	178062
243467	243467
504225	504225
156357	156357
43222	43222
256813	256813
253798	253798
296800	296800
363822	363822
322040	322040
310278	310278
283036	283036
379503	379503
232505	232505
180913	180913
110541	110541
529572	529572
416830	416830
433012	240665
517611	517611
200213	200213
4387	4388
181976	181976
3445	334596,137665,568530,147619,46994,38867,286845,147623,278071,147630,74828,147637,147629,22903,147628,568547
297707	297707
168077	168077
79318	85215
246379	246379
161983	161983
333529	333529
155617	155617
49061	49061
74546	74546
216750	216750
183161	183161
58828	58828
157975	157975
519	519
309078	309078
128996	128996
418490	418490
253805	253805
43850	43851,270266
63855	63942
71641	71641
106009	106009
15644	29685,29686,79852
397858	397858
364900	364900
319225	319225
178160	178160
110197	110197
198966	198966
278512	278512
185316	185316
340170	340170
79252	79252
56901	56901
61455	61455
8530	507733,271259,68351,171153,507734,171162,420545,52180,171156,68350,8532,420543,171155,420541,253934,171135,171157,96443,96437,8535
195183	195183
162859	162859
45256	45256
253008	253008
381877	381877
176117	176117
33099	33099
164484	164484
39466	39466
411798	411798
52577	52577
36148	36148
53613	53613
91790	91767
180579	180580
349394	349394
279996	279996
150888	150888
197238	197238
47475	47475
324560	324560
200591	200591
316734	316734
283425	283425
361991	361991
167002	167002
475092	475092
178052	178052
64700	64700
40973	40973
138023	138023
244887	244887
54337	54337
247921	247921
158547	158547
126669	126669
82371	82371
279648	307616,527956,307618,279650,307614,307612
77331	77331
68862	68862
401572	401572
38811	38812
185361	185361
156969	156969
337379	337379
228003	228003
212679	212679
43571	43571
72959	72959
49657	49657
409216	409216
538332	538332
13569	13569
349420	349420
303346	303346
142304	142304
486675	486675
109461	109461
85661	85661
31347	31347
453302	453302
178865	178865
187368	187368
243367	243367
55328	55328
464972	464972
649020	649020
153387	153387
223121	223121
196374	196374
159247	159247
307716	307716
72658	72658
413237	413237
486355	357593
383850	383850
364690	364690
191926	191926
3827	3827
165593	165593
300917	300917
2992	2992
88063	88063
251569	251569
374038	374038
244396	244396
127649	127649
375442	375442
161027	161027
121307	121307
211060	211061
372291	372291
153911	153911
114475	114475
162094	162094
190073	190073
531993	531993
53751	53751
265402	265402
66555	66555
38845	38845
167538	167538
72059	72059
73152	73152
325661	325661
83516	83516
518867	518867
61992	61992
314401	314401
76958	76959,159036,159037,159034
319175	319175
148520	148520
120706	120706
61949	61949
360410	360410
243998	243998
289798	556940,290923
311113	311113
160436	160436
255929	255929
3728	3728
367943	367943
28565	28565
344604	344604
138819	138819
118032	118032
572247	572247
3568	663335,571280,645202,39858,271561,270422,230722,265237,270424,54810,39879,271541,254029,39895,270404,403531,153024,3572,39874,663351,269082,230712,49735,270409,325515,271543,663353,403544,358138,39875,54819,200594,39927,270414,271564,39866,39911,270399,42040,271556,403534,403540,270401,271595,570845,200592,202448,155647,271547,270412,403546,354277,271554,271559,39904,39925,169243,42035,403548,54817,39892,403537,271580,39897,270405,37657,115624,403532,271544,330176,270410,39910,42043,39913,200589,410645,42033,39855,54820,271549,230724,39915,39919,644840,270420,39914,200591,38870,358137,39848,570847,663336,270413,270418,403539,157641,663359,270415,415872,39899,265238,39889,269083,403535,443872,415867,270417,270421,403530,153025,403529,570844,269079,663344,42042,307277,271560,39884,490730,443870,39921,13274,271557,270416,39881,269081,271575,271555,271579,54821,403541,39862,403536,663356,155648,39909,270419,271581,403545,42036,39903,270406,403528,270408,42034,403533,200593,3575,271558,39905,403550,415865,403549,403547,54818
302410	302410
172563	172563
90604	90604
263116	263116
164168	164168
54181	54181
329485	329485
91907	91907
41975	41975
317319	317319
58087	58087
103699	103699
115872	115872
47249	47250,442667,442663,104363,448278,442666,448279
86162	86162
413106	413106
434433	434433
200039	200039
292533	292533
420759	420759
70222	70222
427734	427734
119878	119878
